Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
285;21100879012;"International Conference on Software, Knowledge Information, Industrial Management and Applications, SKIMA";conference and proceedings;"25733214, 2373082X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,135;-;11;0;112;0;53;109;0,47;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2017-2018, 2022-2023";"Computer Science Applications; Information Systems; Information Systems and Management; Software";"Computer Science; Decision Sciences"
286;21100903039;"International Symposium on Advances in Computational Heat Transfer";conference and proceedings;"25785486";"Begell House Inc.";No;No;0,135;-;9;56;37;1037;12;36;0,00;18,52;22,60;0;17;United States;Northern America;"Begell House Inc.";"1997, 2004, 2008, 2012, 2014-2015, 2017, 2021, 2024";"Computer Science Applications; Condensed Matter Physics; Fluid Flow and Transfer Processes; Mechanical Engineering";"Chemical Engineering; Computer Science; Engineering; Physics and Astronomy"
287;21101181856;"Proceedings IMCIC - International Multi-Conference on Complexity, Informatics and Cybernetics";conference and proceedings;"27715914, 27715922";"International Institute of Informatics and Cybernetics";No;No;0,135;-;2;52;43;1331;7;41;0,16;25,60;41,09;0;20;United States;Northern America;"International Institute of Informatics and Cybernetics";"2023-2024";"Artificial Intelligence; Computer Networks and Communications; Information Systems";"Computer Science"
288;21100985330;"Proceedings of the Sound and Music Computing Conferences";conference and proceedings;"25183672";"";No;No;0,135;-;12;0;241;0;89;225;0,36;0,00;0,00;0;0;Switzerland;Western Europe;"";"2019-2023";"Computer Science Applications; Media Technology; Music";"Arts and Humanities; Computer Science; Engineering"
289;130018;"Proceedings - International Symposium on Discharges and Electrical Insulation in Vacuum, ISDEIV";conference and proceedings;"10932941";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,134;-;20;0;133;0;55;130;0,41;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2023";"Computer Networks and Communications; Software";"Computer Science"
290;21100787044;"CBMS-NSF Regional Conference Series in Applied Mathematics";conference and proceedings;"01639439";"Society for Industrial and Applied Mathematics Publications";No;No;0,133;-;10;2;2;166;0;1;0,00;83,00;0,00;0;0;United States;Northern America;"Society for Industrial and Applied Mathematics Publications";"2007, 2011, 2015-2020, 2023-2024";"Applied Mathematics; Safety, Risk, Reliability and Quality; Software";"Computer Science; Engineering; Mathematics"
291;21101185504;"Proceedings of the AAAI Conference on Artificial Intelligence";conference and proceedings;"21595399, 23743468";"Association for the Advancement of Artificial Intelligence";No;No;0,133;-;17;2861;1;107825;0;1;0,00;37,69;26,91;5;156;United States;Northern America;"Association for the Advancement of Artificial Intelligence";"2023-2024";"Artificial Intelligence";"Computer Science"
292;21101047714;"Building Simulation Conference Proceedings";conference and proceedings;"25222708";"International Building Performance Simulation Association";No;No;0,132;-;13;0;998;0;162;996;0,16;0,00;0,00;0;0;Canada;Northern America;"International Building Performance Simulation Association";"2017, 2019, 2021-2023";"Architecture; Building and Construction; Computer Science Applications; Modeling and Simulation";"Computer Science; Engineering; Mathematics"
293;21100808641;"SESAR Innovation Days";conference and proceedings;"07701268";"SESAR Joint Undertaking";No;No;0,132;-;15;0;81;0;37;79;0,44;0,00;0,00;0;0;Portugal;Western Europe;"SESAR Joint Undertaking";"2015-2021, 2023";"Aerospace Engineering; Computer Science Applications; Condensed Matter Physics; Control and Systems Engineering; Geography, Planning and Development; Materials Chemistry; Mechanical Engineering; Mechanics of Materials; Transportation";"Computer Science; Engineering; Materials Science; Physics and Astronomy; Social Sciences"
294;21100325444;"Komp'juternaja Lingvistika i Intellektual'nye Tehnologii";conference and proceedings;"20757182, 22217932";"Komp'juternaja Lingvistika i Intellektual'nye Tehnologii";No;No;0,131;-;17;0;183;0;105;180;0,51;0,00;0,00;0;0;Russian Federation;Eastern Europe;"Komp'juternaja Lingvistika i Intellektual'nye Tehnologii";"2014-2023";"Computer Science Applications; Linguistics and Language";"Computer Science; Social Sciences"
295;21100201976;"Proceedings of International Conference on ASIC";conference and proceedings;"2162755X, 21627541";"IEEE Computer Society";No;No;0,131;-;15;0;480;0;159;476;0,26;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"1992, 2011, 2013, 2017, 2019, 2021, 2023";"Electrical and Electronic Engineering; Hardware and Architecture";"Computer Science; Engineering"
296;21100244866;"Australasian Conference on Robotics and Automation, ACRA";conference and proceedings;"14482053";"Australasian Robotics and Automation Association";No;No;0,130;-;22;37;98;969;25;95;0,30;26,19;20,37;0;5;Australia;Pacific Region;"Australasian Robotics and Automation Association";"2012-2023";"Artificial Intelligence; Control and Systems Engineering";"Computer Science; Engineering"
297;21100854753;"International Conference of Control, Dynamic Systems, and Robotics";conference and proceedings;"23685433";"Avestia Publishing";No;No;0,130;-;7;24;54;264;18;51;0,38;11,00;20,00;0;7;Canada;Northern America;"Avestia Publishing";"2014-2024";"Artificial Intelligence; Control and Optimization; Control and Systems Engineering";"Computer Science; Engineering; Mathematics"
298;21100285411;"International Conference on Geoinformatics";conference and proceedings;"2161024X, 21610258";"IEEE Computer Society";No;No;0,130;-;8;0;111;0;32;109;0,29;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2013, 2015-2018, 2022-2023";"Computer Networks and Communications; Computer Vision and Pattern Recognition; Electrical and Electronic Engineering; Geography, Planning and Development; Information Systems; Software";"Computer Science; Engineering; Social Sciences"
299;21101209157;"International Joint Conference on Computational Intelligence";conference and proceedings;"21843236";"Science and Technology Publications, Lda";No;No;0,130;-;4;64;156;1764;40;153;0,35;27,56;18,92;0;4;Portugal;Western Europe;"Science and Technology Publications, Lda";"2015-2024";"Artificial Intelligence; Computational Theory and Mathematics";"Computer Science"
300;21101107956;"International Conference on Complexity, Future Information Systems and Risk, COMPLEXIS - Proceedings";conference and proceedings;"21845034";"Science and Technology Publications, Lda";No;No;0,129;-;2;15;43;264;14;39;0,46;17,60;28,13;0;5;Portugal;Western Europe;"Science and Technology Publications, Lda";"2021-2024";"Information Systems";"Computer Science"
301;21101131210;"International Conference on Computer-Human Interaction Research and Applications, CHIRA - Proceedings";conference and proceedings;"21843244";"Science and Technology Publications, Lda";No;No;0,129;-;3;0;66;0;27;62;0,26;0,00;0,00;0;0;Portugal;Western Europe;"Science and Technology Publications, Lda";"2021-2022";"Human-Computer Interaction";"Computer Science"
302;21101056949;"International Symposium on Graphic Engineering and Design";conference and proceedings;"26201437, 26201429";"University of Novi Sad - Faculty of Technical Sciences, Department of Graphic Engineering and Design";No;No;0,129;-;5;93;98;1549;34;96;0,35;16,66;58,91;0;29;Serbia;Eastern Europe;"University of Novi Sad - Faculty of Technical Sciences, Department of Graphic Engineering and Design";"2020, 2022, 2024";"Computer Graphics and Computer-Aided Design; Computer Science Applications";"Computer Science"
303;21100223105;"International Workshop on Cellular Nanoscale Networks and their Applications";conference and proceedings;"21650179, 21650160";"IEEE Computer Society";No;No;0,129;-;12;0;74;0;19;72;0,19;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2012, 2014, 2016, 2018, 2021, 2023";"Computer Networks and Communications; Electrical and Electronic Engineering";"Computer Science; Engineering"
304;21100228517;"Proceedings of the International Conference on Electronic Business (ICEB)";conference and proceedings;"16830040";"International Consortium for Electronic Business";No;No;0,128;-;12;72;231;2232;69;225;0,24;31,00;44,25;0;13;Netherlands;Western Europe;"International Consortium for Electronic Business";"2005-2024";"Business, Management and Accounting (miscellaneous); Computer Science (miscellaneous)";"Business, Management and Accounting; Computer Science"
305;21101046136;"Actes (IFSTTAR)";conference and proceedings;"2115418X";"Driving Simulation Association";No;No;0,127;-;3;0;46;0;6;44;0,00;0,00;0,00;0;0;France;Western Europe;"Driving Simulation Association";"2020-2021";"Automotive Engineering; Experimental and Cognitive Psychology; Human-Computer Interaction";"Computer Science; Engineering; Psychology"
306;21101211357;"IEEE International Symposium for Design and Technology of Electronics Packages, SIITME - Conference Proceedings";conference and proceedings;"26427036, 2641287X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,127;-;2;103;77;1276;17;75;0,22;12,39;33,49;0;42;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023-2024";"Artificial Intelligence; Control and Optimization; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Instrumentation; Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy"
307;21100814500;"European Biomass Conference and Exhibition Proceedings";conference and proceedings;"22825819";"ETA-Florence Renewable Energies";No;No;0,126;-;14;185;694;3063;97;691;0,13;16,56;39,30;0;171;Italy;Western Europe;"ETA-Florence Renewable Energies";"2016-2024";"Agronomy and Crop Science; Computer Networks and Communications; Computer Science Applications; Engineering (miscellaneous); Forestry; Renewable Energy, Sustainability and the Environment; Waste Management and Disposal";"Agricultural and Biological Sciences; Computer Science; Energy; Engineering; Environmental Science"
308;21101107948;"International Conference on Smart Cities and Green ICT Systems, SMARTGREENS - Proceedings";conference and proceedings;"21844968";"Science and Technology Publications, Lda";No;No;0,126;-;4;11;63;239;18;59;0,29;21,73;32,14;0;7;Portugal;Western Europe;"Science and Technology Publications, Lda";"2021-2024";"Computer Networks and Communications; Information Systems";"Computer Science"
309;21101201072;"Proceedings of the IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS";conference and proceedings;"27704262, 27704254";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,125;-;4;0;225;0;107;220;0,48;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Control and Optimization; Information Systems; Information Systems and Management; Instrumentation; Modeling and Simulation";"Computer Science; Decision Sciences; Mathematics; Physics and Astronomy"
310;21101181901;"Proceedings ICSIT, International Conference on Society and Information Technologies";conference and proceedings;"27716368, 27716376";"International Institute of Informatics and Cybernetics";No;No;0,124;-;1;29;23;619;2;21;0,09;21,34;59,26;0;11;United States;Northern America;"International Institute of Informatics and Cybernetics";"2023-2024";"Artificial Intelligence; Computer Networks and Communications; Information Systems";"Computer Science"
311;21100223504;"Proceedings of the International Conference on Dublin Core and Metadata Applications";conference and proceedings;"19391358, 19391366";"Dublin Core metadata initiative";No;No;0,124;-;17;36;29;299;2;27;0,07;8,31;47,89;0;1;United States;Northern America;"Dublin Core metadata initiative";"2005-2019, 2022-2024";"Computer Science Applications; Computer Vision and Pattern Recognition; E-learning; Software";"Computer Science; Social Sciences"
312;21101068028;"Stuttgarter Symposium fur Produktentwicklung";conference and proceedings;"23644885";"Fraunhofer IAO";No;No;0,124;-;6;0;90;0;16;86;0,19;0,00;0,00;0;0;Germany;Western Europe;"Fraunhofer IAO";"2017, 2019, 2021, 2023";"Business and International Management; Computer Science Applications; Industrial and Manufacturing Engineering; Management of Technology and Innovation";"Business, Management and Accounting; Computer Science; Engineering"
313;21101068167;"UNCECOMP Proceedings";conference and proceedings;"26233339";"National Technical University of Athens";No;No;0,124;-;4;0;99;0;30;97;0,36;0,00;0,00;0;0;Greece;Western Europe;"National Technical University of Athens";"2021, 2023";"Computational Theory and Mathematics; Computer Science Applications; Control and Optimization; Discrete Mathematics and Combinatorics; Modeling and Simulation; Statistics and Probability";"Computer Science; Mathematics"
314;21100400809;"Colloquium in Information Science and Technology, CIST";conference and proceedings;"2327185X, 23271884";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,123;-;20;0;126;0;58;124;0,46;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2015-2018, 2020, 2023";"Computer Science Applications; Information Systems and Management; Management Science and Operations Research; Signal Processing";"Computer Science; Decision Sciences"
315;21101200223;"Moratuwa Engineering Research Conference, MERCon";conference and proceedings;"2691364X, 28315537";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,123;-;2;131;142;2459;41;137;0,29;18,77;40,13;0;49;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023-2024";"Ceramics and Composites; Civil and Structural Engineering; Computational Mechanics; Computer Networks and Communications; Electrical and Electronic Engineering; Information Systems and Management; Instrumentation; Waste Management and Disposal";"Computer Science; Decision Sciences; Engineering; Environmental Science; Materials Science; Physics and Astronomy"
316;21100253380;"IEEE Workshop on Microelectronics and Electron Devices, WMED";conference and proceedings;"19473834, 19473842";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,120;-;5;6;24;74;8;18;0,29;12,33;11,11;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2013-2015, 2017, 2019, 2021-2024";"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Hardware and Architecture";"Computer Science; Engineering; Materials Science"
317;21100222917;"Proceedings of the International Display Workshops";conference and proceedings;"18832490";"International Display Workshops";No;No;0,119;-;13;0;624;0;65;622;0,14;0,00;0,00;0;0;Japan;Asiatic Region;"International Display Workshops";"2011-2013, 2015, 2017-2019, 2021-2022";"Computer Vision and Pattern Recognition; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Human-Computer Interaction; Radiology, Nuclear Medicine and Imaging";"Computer Science; Engineering; Materials Science; Medicine"
318;21100218002;"Lecture Notes in Engineering and Computer Science";conference and proceedings;"20780958, 20780966";"Newswood Limited";No;No;0,118;-;28;0;162;0;40;157;0,40;0,00;0,00;0;0;China;Asiatic Region;"Newswood Limited";"2006-2007, 2012-2019, 2021-2023";"Computer Science (miscellaneous)";"Computer Science"
319;21100220482;"Proceedings of the Information Systems Education Conference, ISECON";conference and proceedings;"21671435";"Foundation for Information Technology Education";No;No;0,117;-;9;24;54;399;9;49;0,11;16,63;29,31;0;8;United States;Northern America;"Foundation for Information Technology Education";"2006-2009, 2012, 2019-2024";"Education; Information Systems; Software";"Computer Science; Social Sciences"
320;20600195634;"International Conference on Optical MEMS and Nanophotonics";conference and proceedings;"21605033, 21605041";"IEEE Computer Society";No;No;0,115;-;10;77;69;467;15;67;0,22;6,06;27,78;0;6;United States;Northern America;"IEEE Computer Society";"2011-2019, 2023-2024";"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Hardware and Architecture";"Computer Science; Engineering; Materials Science"
321;21101131212;"Proceedings - Ivannikov ISPRAS Open Conference";conference and proceedings;"27679535";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,115;-;3;0;81;0;27;78;0,32;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2021-2023";"Artificial Intelligence; Computational Mathematics; Modeling and Simulation; Software";"Computer Science; Mathematics"
322;21100866692;"Building Simulation Applications";conference and proceedings;"25316702";"Free University of Bozen Bolzano";No;No;0,114;-;8;0;67;0;6;65;0,09;0,00;0,00;0;0;Italy;Western Europe;"Free University of Bozen Bolzano";"2013, 2015, 2017-2018, 2020, 2022";"Architecture; Building and Construction; Computer Science Applications; Modeling and Simulation";"Computer Science; Engineering; Mathematics"
323;21101089946;"International Conference on Structural Health Monitoring of Intelligent Infrastructure: Transferring Research into Practice, SHMII";conference and proceedings;"25643738";"International Society for Structural Health Monitoring of Intelligent Infrastructure, ISHMII";No;No;0,114;-;5;0;385;0;48;382;0,04;0,00;0,00;0;0;Canada;Northern America;"International Society for Structural Health Monitoring of Intelligent Infrastructure, ISHMII";"2021-2022";"Artificial Intelligence; Building and Construction; Civil and Structural Engineering; Computer Networks and Communications; Information Systems and Management";"Computer Science; Decision Sciences; Engineering"
324;21100298054;"IEEE International Conference on Adaptive Science and Technology, ICAST";conference and proceedings;"23269413, 23269448";"IEEE Computer Society";No;No;0,112;-;10;57;26;1168;7;23;0,00;20,49;23,33;0;33;United States;Northern America;"IEEE Computer Society";"2013, 2015, 2018, 2021, 2024";"Communication; Computer Networks and Communications; Electrical and Electronic Engineering; Information Systems; Software";"Computer Science; Engineering; Social Sciences"
325;21100222564;"Proceedings of the Brazilian Symposium on GeoInformatics";conference and proceedings;"21794847";"National Institute for Space Research, INPE";No;No;0,112;-;8;0;157;0;13;151;0,08;0,00;0,00;0;0;Brazil;Latin America;"National Institute for Space Research, INPE";"2007-2008, 2010-2023";"Earth and Planetary Sciences (miscellaneous); Geography, Planning and Development; Information Systems";"Computer Science; Earth and Planetary Sciences; Social Sciences"
326;21100244819;"Deutsche Gesellschaft fur Medizinische Informatik, Biometrie und Epidemiologie e.V. (GMDS)";conference and proceedings;"18609171, 18608779";"Deutsche Gesellschaft fur Medizinische Informatik, Biometrie und Epidemiologie e.V.";Yes;Yes;0,110;-;8;6;15;88;2;10;0,00;14,67;16,67;0;0;Germany;Western Europe;"Deutsche Gesellschaft fur Medizinische Informatik, Biometrie und Epidemiologie e.V.";"2008-2021, 2023-2024";"Computer Networks and Communications; Software";"Computer Science"
327;20500195432;"Asia Pacific Conference on Postgraduate Research in Microelectronics and Electronics";conference and proceedings;"21592144, 21592160";"IEEE Computer Society";No;No;0,109;-;11;0;32;0;6;25;0,00;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2011-2013, 2016-2019, 2021, 2023";"Education; Electrical and Electronic Engineering; Hardware and Architecture";"Computer Science; Engineering; Social Sciences"
328;21100854422;"Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao";conference and proceedings;"2183489X";"Associacao Portuguesa de Sistemas de Informacao";No;No;0,109;-;6;0;89;0;10;86;0,10;0,00;0,00;0;0;Portugal;Western Europe;"Associacao Portuguesa de Sistemas de Informacao";"2014-2023";"Computer Science Applications; Information Systems; Information Systems and Management; Management Information Systems; Management of Technology and Innovation";"Business, Management and Accounting; Computer Science; Decision Sciences"
329;21101213847;"Forum Bildverarbeitung";conference and proceedings;"25107224";"KIT Scientific Publishing";No;No;0,109;-;3;21;20;353;2;18;0,10;16,81;15,38;0;3;Germany;Western Europe;"KIT Scientific Publishing";"2020, 2022, 2024";"Computer Vision and Pattern Recognition";"Computer Science"
330;21100900000;"Recent Advances in Slavonic Natural Language Processing";conference and proceedings;"23364289";"Tribun EU s. r. o.";No;No;0,109;-;6;0;65;0;13;59;0,23;0,00;0,00;0;0;Czech Republic;Eastern Europe;"Tribun EU s. r. o.";"2017-2023";"Artificial Intelligence; Computational Theory and Mathematics; Information Systems; Software";"Computer Science"
331;21101079206;"ZEMCH International Conference";conference and proceedings;"26522926";"ZEMCH Network";No;No;0,109;-;4;0;222;0;23;216;0,02;0,00;0,00;0;0;Australia;Pacific Region;"ZEMCH Network";"2013-2014, 2017-2019, 2021-2023";"Architecture; Building and Construction; Civil and Structural Engineering; Computer Science Applications; Renewable Energy, Sustainability and the Environment; Safety, Risk, Reliability and Quality";"Computer Science; Energy; Engineering"
332;21100983203;"eLearning and Software for Education Conference";conference and proceedings;"20668821, 2066026X";"National Defence University - Carol I Printing House";No;No;0,108;-;7;0;369;0;28;362;0,01;0,00;0,00;0;0;Romania;Eastern Europe;"National Defence University - Carol I Printing House";"2019-2023";"Computer Science Applications; Education; Software";"Computer Science; Social Sciences"
333;21101033939;"GMM-Fachberichte";conference and proceedings;"14323419";"V D E Verlag GmbH";No;No;0,108;-;3;132;341;1082;23;327;0,06;8,20;14,04;0;28;Germany;Western Europe;"V D E Verlag GmbH";"2013, 2021-2024";"Computer Science Applications; Control and Systems Engineering; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Mechanical Engineering";"Computer Science; Energy; Engineering"
334;21101211866;"Proceedings - IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, ChileCon";conference and proceedings;"28321537, 28321529";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,108;-;2;0;157;0;43;153;0,27;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023";"Artificial Intelligence; Computer Networks and Communications; Control and Optimization; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Hardware and Architecture; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences; Energy; Engineering; Mathematics"
335;21101120437;"Proceedings of the World Congress on Electrical Engineering and Computer Systems and Science";conference and proceedings;"2369811X";"Avestia Publishing";No;No;0,107;-;2;106;146;1404;16;143;0,12;13,25;32,89;0;39;Canada;Northern America;"Avestia Publishing";"2021-2024";"Artificial Intelligence; Biomedical Engineering; Computer Networks and Communications; Electrical and Electronic Engineering; Human-Computer Interaction; Information Systems";"Computer Science; Engineering"
336;21100198520;"Proceedings of the International Conference on Sensing Technology, ICST";conference and proceedings;"21568065, 21568073";"IEEE Computer Society";No;No;0,106;-;26;0;94;0;19;93;0,20;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2011-2014, 2016-2019, 2023";"Artificial Intelligence; Computer Science Applications; Electrical and Electronic Engineering; Signal Processing";"Computer Science; Engineering"
337;21101207002;"Proceedings - International Conference on Smart-Green Technology in Electrical and Information Systems, ICSGTEIS";conference and proceedings;"28313992, 2831400X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,105;-;2;0;42;0;12;40;0,29;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023";"Artificial Intelligence; Computer Networks and Communications; Control and Optimization; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Information Systems; Renewable Energy, Sustainability and the Environment";"Computer Science; Energy; Engineering; Mathematics"
338;21101130995;"Proceedings of International Conference on Research in Education and Science";conference and proceedings;"28336747";"";No;No;0,105;-;2;187;242;5654;17;239;0,06;30,24;50,74;0;79;United States;Northern America;"";"2019-2024";"Computer Science (miscellaneous); Education; Engineering (miscellaneous)";"Computer Science; Engineering; Social Sciences"
339;56965;"International Conference on Digital Printing Technologies";conference and proceedings;"21694362";"";No;No;0,104;-;20;0;16;0;3;14;0,00;0,00;0,00;0;0;United States;Northern America;"";"1998-2019, 2021";"Computer Science Applications; Media Technology";"Computer Science; Engineering"
340;21100245108;"Technische Berichte des Hasso-Plattner-Instituts fur Softwaresystemtechnik an der Universitat Potsdam";conference and proceedings;"16135652, 21911665";"Universitatsverlag Potsdam";No;No;0,104;-;5;0;31;0;3;28;0,00;0,00;0,00;0;0;Germany;Western Europe;"Universitatsverlag Potsdam";"2005, 2008-2019, 2021";"Artificial Intelligence; Education";"Computer Science; Social Sciences"
341;21100284931;"Proceedings of International Conference on Computers and Industrial Engineering, CIE";conference and proceedings;"21648689";"Computers and Industrial Engineering";No;No;0,103;-;9;0;182;0;15;179;0,08;0,00;0,00;0;0;United States;Northern America;"Computers and Industrial Engineering";"2012-2013, 2017-2019, 2023";"Computer Science (miscellaneous); Control and Systems Engineering; Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
342;69495;"Proceedings of the International Telemetering Conference";conference and proceedings;"08845123";"International Foundation for Telemetering";No;No;0,103;-;12;0;266;0;5;257;0,03;0,00;0,00;0;0;United States;Northern America;"International Foundation for Telemetering";"1971, 1973, 1975, 1977-1986, 1990-1992, 1995-1998, 2005-2019, 2021-2023";"Computer Networks and Communications; Electrical and Electronic Engineering; Engineering (miscellaneous); Instrumentation; Signal Processing; Software";"Computer Science; Engineering; Physics and Astronomy"
343;21100869814;"Ka and Broadband Communications Conference";conference and proceedings;"25736124";"FGM Events LLC";No;No;0,102;-;5;0;77;0;4;75;0,07;0,00;0,00;0;0;United States;Northern America;"FGM Events LLC";"2017-2019, 2021-2022";"Computer Networks and Communications; Electrical and Electronic Engineering; Information Systems; Media Technology; Signal Processing";"Computer Science; Engineering"
344;21100222526;"Balisage Series on Markup Technologies";conference and proceedings;"19472609";"Mulberry Tecnologies, Inc.";No;No;0,101;-;9;0;46;0;0;44;0,00;0,00;0,00;0;0;United States;Northern America;"Mulberry Tecnologies, Inc.";"2008-2012, 2014-2022";"Software";"Computer Science"
345;21101214762;"International Conference on Design and Semantics of Form and Movement";conference and proceedings;"27066150";"The Hong Kong Polytechnic University";No;No;0,101;-;4;0;29;0;1;28;0,03;0,00;0,00;0;0;Hong Kong;Asiatic Region;"The Hong Kong Polytechnic University";"2019, 2023";"Arts and Humanities (miscellaneous); Human-Computer Interaction; Mechanics of Materials";"Arts and Humanities; Computer Science; Engineering"
346;12193;"Simulation Series";conference and proceedings;"07359276";"The Society for Modeling and Simulation International";No;No;0,101;-;21;64;170;1581;5;164;0,01;24,70;27,78;0;19;United States;Northern America;"The Society for Modeling and Simulation International";"1983-1987, 1989-1990, 2003, 2005-2022, 2024";"Computer Networks and Communications; Engineering (miscellaneous)";"Computer Science; Engineering"
347;21101232809;"Annual ACM Symposium on Parallelism in Algorithms and Architectures";conference and proceedings;"15486109";"Association for Computing Machinery";No;No;;-;1;56;0;1750;0;0;0,00;31,25;13,91;0;2;United States;Northern America;"Association for Computing Machinery";"2024";"Hardware and Architecture; Software; Theoretical Computer Science";"Computer Science; Mathematics"
348;93910;"AUTOTESTCON (Proceedings)";conference and proceedings;"07347510";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;25;39;0;378;0;0;0,00;9,69;24,47;0;2;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1980-1987, 1989-1991, 1993, 1995-2005, 2007-2015, 2024";"Computer Science Applications; Electrical and Electronic Engineering";"Computer Science; Engineering"
349;21100905482;"ESA Workshop on Satellite Navigation Technologies and European Workshop on GNSS Signals and Signal Processing, NAVITEC";conference and proceedings;"23255439";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;5;20;0;285;0;0;0,00;14,25;15,79;0;2;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2018, 2024";"Aerospace Engineering; Computer Networks and Communications; Control and Optimization; Signal Processing; Transportation";"Computer Science; Engineering; Mathematics; Social Sciences"
350;21101239184;"IEEE Intelligent Vehicles Symposium, Proceedings";conference and proceedings;"19310587, 26427214";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;97;508;0;13835;0;0;0,00;27,23;21,97;0;136;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1996, 2000, 2003-2015, 2024";"Automotive Engineering; Computer Science Applications; Modeling and Simulation";"Computer Science; Engineering; Mathematics"
351;21101232716;"IEEE International Conference on Program Comprehension";conference and proceedings;"26437171, 26437147";"IEEE Computer Society";No;No;;-;3;48;0;2058;0;0;0,00;42,88;30,39;1;0;United States;Northern America;"IEEE Computer Society";"2024";"Hardware and Architecture; Software";"Computer Science"
352;21101254860;"IEEE Workshop on Signal Processing Advances in Wireless Communications, SPAWC";conference and proceedings;"23253789";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;193;0;3131;0;0;0,00;16,22;19,27;0;16;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2004, 2024";"Computer Science Applications; Electrical and Electronic Engineering; Information Systems";"Computer Science; Engineering"
353;21101246773;"IEEE/ASME International Conference on Advanced Intelligent Mechatronics, AIM";conference and proceedings;"21596247, 21596255";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;52;229;0;4562;0;0;0,00;19,92;17,95;0;41;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1997, 1999, 2001, 2003, 2005, 2007-2012, 2014-2016, 2024";"Computer Science Applications; Control and Systems Engineering; Electrical and Electronic Engineering; Software";"Computer Science; Engineering"
354;21101276059;"International Conference on Signal Processing Proceedings, ICSP";conference and proceedings;"2164523X, 21645221";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;164;0;3360;0;0;0,00;20,49;37,95;0;8;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Computer Science Applications; Signal Processing; Software";"Computer Science"
